@relation D14
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute class {14,15}
@data
2.48653,0.659944,2.55601,0.454337,2.6499,0.7178,14
2.684,0.47023,2.5586,0.607346,2.59771,0.663992,15
2.12631,0.739905,2.5246,0.542914,2.5244,0.761817,14
2.92112,0.697153,2.34167,0.289996,2.33142,0.342637,14
2.10268,0.903406,2.38736,0.522997,2.58513,0.725338,14
2.97553,0.726687,2.61798,0.46405,2.74867,0.68885,14
2.74932,0.968951,2.7339,0.4316,2.28673,0.51106,14
2.39831,0.734241,2.37655,0.305241,2.50284,0.656336,14
2.83108,0.390647,2.42583,0.426443,2.41098,0.401017,14
2.68629,0.437269,2.61527,0.595512,2.28169,0.302454,15
2.07691,0.699873,2.40703,0.24863,2.5764,0.562974,14
2.66234,0.577066,2.45163,0.401413,2.64353,0.669175,14
2.47745,0.88394,2.27449,0.317682,2.74293,0.68783,14
2.58008,0.563267,2.76302,0.497857,2.73559,0.608981,14
2.63098,0.512382,2.6302,0.68105,2.35637,0.22946,14
2.27697,0.880801,2.47963,0.565965,2.37427,0.447319,14
2.11951,0.806623,2.66307,0.413854,2.54069,0.590529,14
2.92473,0.994303,2.51722,0.317018,2.3944,0.387899,14
2.49441,0.760214,2.27113,0.32297,2.63362,0.624274,14
2.65138,0.40624,2.4257,0.379431,2.47039,0.257693,14
2.20733,0.248102,2.26627,0.430275,2.42912,0.480062,15
2.71531,0.084736,2.57275,0.746674,2.45955,0.31724,15
2.56424,0.17051,2.49998,0.649833,2.6027,0.524266,15
2.71847,0.11297,2.6777,0.4537,2.51913,0.374722,15
2.88649,0.209674,2.4442,0.493803,2.38781,0.489931,15
2.59382,0.294562,2.7194,0.633142,2.40774,0.601231,15
2.40584,0.381776,2.51224,0.610467,2.29425,0.471071,15
2.49478,0.115162,2.56574,0.478437,2.39594,0.412968,15
2.61826,0.314934,2.37352,0.417914,2.56045,0.750991,15
2.3321,0.545378,2.54279,0.61963,2.6028,0.627493,14
2.77223,0.185435,2.45321,0.43812,2.46953,0.339478,15
2.11874,0.662658,2.57312,0.639877,2.62027,0.530509,15
2.08328,0.486841,2.33463,0.572034,2.63639,0.630304,15
2.84859,0.126985,2.64301,0.571255,2.50932,0.538154,15
2.28572,0.536256,2.52952,0.411997,2.37581,0.278379,14
2.09891,0.233646,2.47532,0.706532,2.46746,0.485573,15
2.71084,0.252539,2.53452,0.374369,2.47429,0.497854,15
2.34256,0.0961066,2.59838,0.594268,2.77404,0.617198,15
2.63566,0.241228,2.52426,0.719058,2.67129,0.639627,15
2.5669,0.00462014,2.71278,0.707712,2.44166,0.68331,15
2.22127,0.233672,2.53655,0.622289,2.71979,0.573816,15
2.48507,0.0851306,2.7208,0.674613,2.53264,0.575735,15
2.25395,0.115204,2.52479,0.725557,2.44997,0.638344,15
2.67916,0.267448,2.37838,0.473586,2.41597,0.417288,15
2.54907,0.144814,2.42211,0.343499,2.47659,0.336692,15
2.77098,0.148363,2.51547,0.649172,2.43775,0.685763,15
2.39371,0.134272,2.48531,0.406525,2.33843,0.468865,15
2.75432,0.210095,2.54792,0.491512,2.49404,0.466289,15
2.15562,0.359917,2.71521,0.695105,2.42773,0.642448,15
2.73411,0.134678,2.50995,0.610865,2.45504,0.37367,15
2.93713,0.115178,2.62963,0.47185,2.45139,0.425894,15
2.86574,0.306649,2.59318,0.609368,2.19701,0.517828,15
2.33689,0.455631,2.4602,0.583732,2.31546,0.515884,14
2.98868,0.356792,2.59307,0.634386,2.36617,0.352794,15
2.57256,0.267959,2.4558,0.487515,2.32579,0.292572,15
2.92509,0.379078,2.32902,0.375703,2.55283,0.430795,15
2.4258,0.217542,2.49277,0.706401,2.50854,0.646934,15
2.18416,0.616484,2.29082,0.34695,2.49199,0.35061,15
2.41938,0.197847,2.71165,0.534917,2.58861,0.524307,15
2.78069,0.163299,2.563,0.326581,2.38925,0.302842,15
2.0735,0.0086912,2.30868,0.195192,2.42449,0.420435,15
2.8363,0.0649129,2.66845,0.467193,2.5529,0.54885,15
2.3212,0.366711,2.59827,0.59672,2.5442,0.589739,15
2.5688,0.302601,2.62982,0.671233,2.56751,0.542359,15
2.83143,0.0817986,2.27307,0.461265,2.82999,0.540138,15
2.18517,0.0196106,2.55393,0.478454,2.67222,0.543549,15
2.74118,0.146115,2.53709,0.485053,2.34442,0.477499,15
2.51839,0.344032,2.31894,0.439043,2.55805,0.212107,15
2.0981,0.00643629,2.6034,0.315822,2.63787,0.522781,15
2.57176,0.0428154,2.6469,0.783413,2.61931,0.799507,15
2.4619,0.913196,2.187,0.26029,2.6889,0.305019,14
2.54827,0.823038,2.88097,0.398133,2.36776,0.39218,14
2.71693,0.741881,2.73548,0.717786,2.62388,0.495948,14
2.5553,0.422022,2.67708,0.52562,2.70262,0.684471,14
2.8717,0.966478,2.48273,0.163664,2.60709,0.728387,14
2.14752,0.7195,2.38343,0.368861,2.32077,0.232296,14
2.73526,0.661068,2.70377,0.675068,2.24651,0.37086,14
2.78377,0.8453,2.56237,0.413198,2.49743,0.536086,14
2.23351,0.899965,2.54847,0.368186,2.13113,0.406577,14
2.74114,0.422495,2.59115,0.699867,2.62655,0.844521,15
2.07772,0.976657,2.46133,0.408017,2.43287,0.547933,14
2.18362,0.83585,2.72787,0.74406,2.29622,0.596534,14
2.91137,0.812567,2.46913,0.42958,2.3938,0.428734,14
2.58047,0.625121,2.5086,0.364587,2.44226,0.428913,14
2.45834,0.598068,2.34849,0.587933,2.31631,0.543464,14
2.88194,0.7666,2.4811,0.32446,2.3895,0.404599,14
2.1162,0.882188,2.46456,0.565842,2.6791,0.628064,14
2.74853,0.49013,2.52882,0.592755,2.62142,0.618517,15
2.82426,0.685937,2.31943,0.378668,2.55344,0.665213,14
2.96182,0.674779,2.36129,0.382616,2.4507,0.397198,14
2.5206,0.729767,2.52878,0.536359,2.33988,0.278807,14
2.48631,0.583809,2.69306,0.393721,2.22154,0.292826,14
2.63876,0.668344,2.63922,0.64346,2.64361,0.739333,14
2.82448,0.801809,2.38496,0.498336,2.42607,0.41849,14
2.4436,0.949745,2.60427,0.539143,2.58044,0.565401,14
2.23864,0.916663,2.32081,0.196645,2.74323,0.5813,14
2.96589,0.452286,2.50947,0.428163,2.48244,0.578016,14
2.88077,0.418176,2.45775,0.536422,2.51648,0.674813,14
2.43426,0.88111,2.65801,0.396734,2.58591,0.505726,14
2.61111,0.519447,2.74235,0.664678,2.37545,0.5591,14
2.18159,0.817631,2.46691,0.359124,2.6728,0.490635,14
2.83958,0.96811,2.31907,0.405468,2.44371,0.399437,14
2.27498,0.90202,2.58621,0.322124,2.65429,0.743507,14
2.95181,0.844552,2.80445,0.818886,2.26973,0.330612,14
2.57862,0.932941,2.4969,0.614142,2.60836,0.585018,14
2.4022,0.793701,2.58051,0.50644,2.31438,0.440931,14
2.06103,0.811886,2.27214,0.267919,2.21967,0.615511,14
2.70539,0.575674,2.52701,0.613321,2.57745,0.526144,15
2.10041,0.752327,2.69446,0.391332,2.48127,0.635345,14
2.20234,0.955466,2.48988,0.498779,2.59294,0.458974,14
2.29722,0.947387,2.33215,0.423668,2.51206,0.19678,14
2.94489,0.64024,2.75147,0.48936,2.71894,0.544465,14
2.05762,0.929667,2.48866,0.643936,2.47115,0.380738,14
2.0787,0.722576,2.63425,0.674454,2.39102,0.443226,14
2.4564,0.652418,2.47425,0.247411,2.42686,0.386998,14
2.22735,0.921093,2.30807,0.251012,2.48771,0.281903,14
2.54308,0.695592,2.64231,0.564594,2.55603,0.535797,14
2.00736,0.551326,2.6651,0.527731,2.53117,0.601188,14
2.68641,0.871968,2.50216,0.832665,2.65509,0.501478,14
2.64993,0.839362,2.43616,0.624806,2.37284,0.238382,14
2.07447,0.809092,2.57906,0.611965,2.5657,0.445858,14
2.70905,0.145316,2.67717,0.569998,2.70905,0.608749,15
2.72688,0.113249,2.33582,0.457561,2.31489,0.246852,15
2.02258,0.154671,2.61947,0.569386,2.53571,0.735238,15
2.41703,0.521156,2.73135,0.517517,2.68015,0.612311,15
2.55628,0.27084,2.30643,0.236449,2.45657,0.412228,15
2.29938,0.12227,2.27555,0.52976,2.60541,0.670669,15
2.21352,0.274995,2.66903,0.589337,2.35246,0.491465,15
2.74201,0.222261,2.44156,0.249039,2.29677,0.396531,15
2.82493,0.232757,2.51717,0.330665,2.4372,0.380479,15
2.96843,0.163708,2.4386,0.326651,2.3546,0.33133,15
2.12615,0.0928038,2.49575,0.548261,2.6463,0.546455,15
2.35634,0.164245,2.36153,0.333874,2.52453,0.552759,15
2.77918,0.10489,2.48622,0.373863,2.56215,0.518072,15
2.00911,0.226754,2.34653,0.484067,2.64534,0.720887,15
2.85353,0.062186,2.69322,0.504512,2.54782,0.607633,15
2.57854,0.155421,2.30858,0.2861,2.62486,0.447025,15
2.46947,0.283786,2.60467,0.514284,2.67641,0.525849,15
2.47543,0.491625,2.49407,0.688041,2.52714,0.603039,15
2.13865,0.322911,2.48053,0.690313,2.28796,0.370587,15
2.92566,0.0647371,2.58929,0.560333,2.38686,0.553987,15
2.82117,0.10446,2.43831,0.326375,2.59563,0.609623,15
2.89994,0.0399044,2.34123,0.376052,2.58997,0.544189,15
2.73211,0.0608419,2.57339,0.560998,2.72447,0.540318,15
2.23135,0.429698,2.47801,0.417947,2.47587,0.681208,14
2.93001,0.144482,2.39279,0.371873,2.67285,0.507618,15
2.06157,0.274808,2.63402,0.601467,2.55115,0.491289,15
2.75203,0.0174786,2.31188,0.460629,2.57632,0.558656,15
2.57478,0.378712,2.63149,0.554769,2.54563,0.755256,15
2.83634,0.0546559,2.29522,0.364884,2.45483,0.434933,15
2.72608,0.243071,2.24328,0.235765,2.55842,0.437788,15
2.17849,0.281414,2.29679,0.244432,2.78877,0.398636,15
2.09878,0.526077,2.52283,0.560844,2.44078,0.426782,15
2.30563,0.533844,2.32289,0.371306,2.50615,0.549455,14
2.03449,0.143789,2.43184,0.521567,2.17556,0.608778,15
2.31305,0.252741,2.50949,0.337846,2.58153,0.706726,15
2.60493,0.216088,2.5643,0.503488,2.37794,0.535653,15
2.19391,0.384954,2.44325,0.122972,2.72078,0.605687,15
2.12478,0.519742,2.3475,0.289859,2.54267,0.564352,15
2.89619,0.105574,2.32113,0.534905,2.43429,0.355974,15
2.93275,0.279013,2.47717,0.457068,2.45318,0.53106,15
2.15569,0.32414,2.59785,0.723519,2.6861,0.488567,15
2.12252,0.305054,2.61339,0.645676,2.63641,0.792753,15
2.76024,0.0355311,2.27314,0.322209,2.3161,0.609043,15
2.60321,0.0010215,2.61675,0.604611,2.44599,0.459623,15
2.58098,0.326793,2.49838,0.425502,2.35331,0.364267,15
2.36093,0.654298,2.32503,0.461555,2.49835,0.486159,15
2.52971,0.255685,2.31367,0.425348,2.63389,0.703283,15
2.91602,0.0460745,2.42447,0.219116,2.42101,0.507512,15
2.99328,0.317507,2.64572,0.489761,2.3968,0.469423,15
2.1859,0.907473,2.45831,0.39557,2.4457,0.382424,14
2.54541,0.930956,2.754,0.693908,2.60635,0.505875,14
2.15162,0.842302,2.36702,0.382869,2.81047,0.570052,14
2.07007,0.8838,2.68529,0.714809,2.37541,0.547235,14
2.5601,0.438696,2.36971,0.319623,2.39115,0.466509,14
2.36579,0.77592,2.56655,0.440173,2.31709,0.389383,14
2.98011,0.75219,2.75977,0.57827,2.42184,0.199635,14
2.63532,0.697307,2.56651,0.681746,2.54156,0.687711,14
2.58965,0.486538,2.64863,0.760524,2.57308,0.380888,14
2.80171,0.575839,2.43767,0.377067,2.35715,0.470819,15
2.95421,0.613479,2.50203,0.527168,2.45661,0.23752,14
2.96263,0.956509,2.5071,0.367394,2.5531,0.706929,14
2.89476,0.683471,2.5251,0.389838,2.40638,0.474884,14
2.59641,0.966504,2.25755,0.4929,2.43431,0.629173,14
2.7566,0.747387,2.49833,0.324068,2.21027,0.550396,14
2.29158,0.756319,2.34597,0.428309,2.40145,0.275611,14
2.60832,0.888223,2.63003,0.582214,2.51124,0.696954,14
2.9157,0.989662,2.33797,0.466659,2.48511,0.625037,14
2.03538,0.858719,2.56399,0.496567,2.43638,0.533738,14
2.20092,0.797419,2.62936,0.773493,2.37755,0.430891,14
2.47511,0.753037,2.55883,0.730974,2.41923,0.664267,14
2.64403,0.326262,2.54599,0.72257,2.30442,0.319494,14
2.95382,0.616096,2.57157,0.703162,2.66527,0.599066,14
2.26543,0.981681,2.79085,0.519126,2.51741,0.751952,14
2.7121,0.279406,2.34368,0.36863,2.66189,0.449166,14
2.81727,0.28642,2.34455,0.368587,2.66454,0.62472,14
2.71165,0.296021,2.48991,0.584987,2.67505,0.595411,14
2.42472,0.934784,2.31501,0.438068,2.76775,0.525891,14
2.95619,0.909901,2.84256,0.647964,2.39066,0.404464,14
2.14121,0.781027,2.54236,0.639472,2.48706,0.440351,14
2.83876,0.466607,2.55829,0.398412,2.50896,0.559491,15
2.27529,0.898338,2.58718,0.552129,2.40139,0.497504,14
2.81818,0.349934,2.43796,0.593627,2.56857,0.568151,14
2.37653,0.743849,2.49976,0.350504,2.62647,0.633485,14
2.3932,0.690739,2.55995,0.502438,2.58992,0.575411,14
2.06045,0.630636,2.44329,0.689197,2.6575,0.748649,14
2.35664,0.895004,2.38914,0.359027,2.49233,0.5609,14
2.85187,0.880089,2.67449,0.681428,2.36291,0.305529,14
2.06083,0.615301,2.45521,0.502589,2.58251,0.469537,14
2.8547,0.850517,2.59793,0.723808,2.66459,0.706081,14
2.61146,0.404584,2.76545,0.820466,2.59123,0.479877,14
2.39511,0.886478,2.52751,0.39061,2.43666,0.45474,14
2.96089,0.467441,2.32704,0.251778,2.2976,0.533247,14
2.96051,0.997218,2.63972,0.633121,2.36784,0.363001,14
2.69851,0.98306,2.45507,0.147544,2.7212,0.692131,14
2.67936,0.894199,2.18151,0.447024,2.36709,0.486103,14
2.46481,0.981905,2.68859,0.453575,2.63192,0.394411,14
2.89996,0.468062,2.406,0.359323,2.24301,0.206492,14
2.15367,0.79022,2.56668,0.559598,2.31475,0.642498,14
2.78471,0.00380366,2.45843,0.454088,2.662,0.716359,15
2.18511,0.318131,2.38506,0.3871,2.4051,0.476421,15
2.97153,0.361188,2.37806,0.647524,2.43934,0.433,15
2.00229,0.115659,2.68111,0.504213,2.59623,0.763899,15
2.68987,0.158461,2.1572,0.300708,2.33104,0.223869,15
2.52067,0.425001,2.43056,0.468949,2.34652,0.454633,15
2.64499,0.240871,2.63497,0.526612,2.58216,0.571594,15
2.27953,0.438872,2.39934,0.334289,2.28599,0.329807,14
2.40445,0.503179,2.41234,0.41552,2.54304,0.574946,15
2.80336,0.129959,2.76019,0.57204,2.71609,0.494527,15
2.10717,0.0562466,2.27941,0.460913,2.44593,0.511051,15
2.98015,0.121799,2.52525,0.584871,2.36937,0.470935,15
2.3727,0.0761607,2.71397,0.756869,2.5714,0.629131,15
2.90108,0.157102,2.43888,0.484125,2.61997,0.503522,15
2.66989,0.197499,2.59018,0.451311,2.41984,0.512216,15
2.25542,0.629242,2.34679,0.414464,2.36781,0.449355,15
2.18194,0.546808,2.61998,0.591856,2.35702,0.451369,14
2.91429,0.216111,2.39995,0.486293,2.49982,0.674386,15
2.06351,0.350909,2.49752,0.536173,2.83341,0.546363,15
2.94888,0.0821054,2.44397,0.680537,2.39801,0.63605,15
2.67952,0.132121,2.36319,0.314792,2.41286,0.453729,15
2.57401,0.0248775,2.53712,0.44169,2.64099,0.630595,15
2.33596,0.688041,2.67358,0.516166,2.22324,0.403359,15
2.96856,0.092521,2.29099,0.422141,2.71077,0.574724,15
2.44448,0.403647,2.58796,0.660593,2.63651,0.757002,15
2.59612,0.19561,2.66553,0.669617,2.7471,0.576508,15
2.51341,0.266064,2.43635,0.507642,2.54805,0.606436,15
2.46602,0.0161807,2.41665,0.598809,2.19296,0.369142,15
2.27457,0.0123372,2.60849,0.63276,2.54013,0.572491,15
2.99835,0.16767,2.52103,0.480839,2.36226,0.334186,15
2.98141,0.0945026,2.29901,0.446338,2.71133,0.736595,15
2.76514,0.0983968,2.41021,0.399513,2.65685,0.506875,15
2.23525,0.58916,2.43129,0.412503,2.64961,0.594784,14
2.80896,0.000103023,2.52667,0.491369,2.4949,0.572192,15
2.9309,0.3714,2.53946,0.747519,2.2486,0.319359,15
2.55067,0.345709,2.47237,0.12257,2.40113,0.704863,15
2.08094,0.52738,2.73087,0.536209,2.44792,0.491882,15
2.48763,0.368411,2.30445,0.58718,2.64275,0.676424,15
2.98447,0.319536,2.58611,0.129116,2.6783,0.526667,15
2.83498,0.00886742,2.43115,0.308621,2.32196,0.310691,15
2.67976,0.00194065,2.39221,0.273273,2.61105,0.45171,15
2.11445,0.327859,2.40074,0.310985,2.64726,0.655134,15
2.84456,0.212814,2.38571,0.433176,2.44601,0.447929,15
2.3346,0.0976955,2.48511,0.356594,2.58575,0.430005,15
2.9217,0.253959,2.64614,0.473095,2.54882,0.720032,15
2.42772,0.524328,2.54879,0.48668,2.25454,0.437924,15
2.61094,0.286706,2.46458,0.230844,2.29913,0.583748,15
2.31693,0.0713339,2.39362,0.500932,2.60526,0.581432,15
2.8018,0.17644,2.64506,0.552303,2.44305,0.4872,15
2.76223,0.238678,2.39247,0.406368,2.50507,0.473923,15
2.1445,0.340006,2.55209,0.664398,2.45099,0.409072,15
2.40526,0.847093,2.59022,0.653594,2.72447,0.656142,14
2.92233,0.423544,2.39165,0.469847,2.67765,0.535917,14
2.35502,0.751694,2.55589,0.484072,2.29137,0.282364,14
2.66557,0.313478,2.42988,0.572488,2.63946,0.600535,14
2.79147,0.970789,2.43983,0.514248,2.36396,0.380784,14
2.93509,0.471766,2.68821,0.57186,2.36443,0.436203,14
2.02773,0.982004,2.45742,0.473673,2.38287,0.591973,14
2.99784,0.749908,2.52112,0.60452,2.58107,0.318115,14
2.16155,0.755934,2.51374,0.636285,2.2767,0.252455,14
2.74314,0.587513,2.67135,0.613078,2.41578,0.319146,15
2.26287,0.950532,2.45691,0.463104,2.3471,0.367725,14
2.92368,0.41941,2.47187,0.188926,2.48076,0.490429,14
2.09996,0.871493,2.66601,0.561847,2.68149,0.582738,14
2.91245,0.60775,2.41426,0.441357,2.48236,0.493262,14
2.76012,0.892493,2.64194,0.382582,2.67766,0.441515,14
2.9952,0.731999,2.1857,0.336723,2.69817,0.509729,14
2.3333,0.843395,2.65485,0.627625,2.61759,0.309157,14
2.03808,0.940327,2.21077,0.266208,2.28085,0.446988,14
2.61749,0.640986,2.52401,0.706977,2.66288,0.46309,14
2.35289,0.799794,2.32624,0.355627,2.37064,0.2334,14
2.59022,0.507209,2.45014,0.826966,2.69228,0.489973,14
2.08375,0.741784,2.63336,0.795549,2.43514,0.50238,14
2.80521,0.585774,2.52483,0.760708,2.49511,0.342342,14
2.09518,0.99083,2.52164,0.355694,2.46807,0.362366,14
2.10796,0.807375,2.5722,0.605832,2.66991,0.638967,14
2.8928,0.463902,2.3229,0.237691,2.66247,0.786475,14
2.49355,0.886309,2.45923,0.586806,2.46923,0.568233,14
2.67778,0.689606,2.79862,0.494493,2.60432,0.660397,14
2.45356,0.72747,2.53449,0.516451,2.45832,0.421119,14
2.15554,0.937523,2.65922,0.565501,2.46645,0.179448,14
2.73357,0.448615,2.54317,0.361136,2.62001,0.66332,15
2.7359,0.338092,2.55425,0.349273,2.5847,0.69956,14
2.88595,0.800752,2.38228,0.553881,2.4075,0.510085,14
2.39581,0.706717,2.67187,0.755874,2.42362,0.548682,14
2.31411,0.817497,2.79979,0.584811,2.58872,0.489199,14
2.84648,0.353769,2.81417,0.576959,2.65609,0.494738,14
2.91226,0.605746,2.49324,0.564791,2.57338,0.476471,14
2.85329,0.823073,2.29515,0.464203,2.37154,0.375924,14
2.69134,0.693366,2.27609,0.198611,2.55719,0.540742,14
2.32639,0.892981,2.2599,0.395635,2.7078,0.492564,14
2.8222,0.471062,2.64758,0.710553,2.44723,0.338056,15
2.23442,0.949898,2.31125,0.348039,2.39714,0.537461,14
2.97118,0.821158,2.72541,0.483399,2.62026,0.564694,14
2.29188,0.939888,2.4498,0.250771,2.37946,0.543156,14
2.15572,0.861148,2.30557,0.247046,2.20159,0.358094,14
2.41246,0.640491,2.5621,0.585771,2.58379,0.68196,14
2.49305,0.544838,2.40117,0.276583,2.73584,0.584163,14
2.76781,0.960327,2.80637,0.516408,2.76412,0.554843,14
2.16855,0.930571,2.32173,0.564815,2.48132,0.605944,14
2.69121,0.773153,2.52124,0.430541,2.28323,0.465822,14
2.76344,0.201766,2.44031,0.343694,2.69424,0.569372,15
2.77836,0.0423547,2.60116,0.862612,2.35087,0.247011,15
2.25399,0.490701,2.42735,0.518853,2.8019,0.660975,14
2.4513,0.409809,2.62491,0.506262,2.69618,0.548637,15
2.1105,0.622908,2.27534,0.379836,2.27621,0.490209,15
2.37501,0.281724,2.23266,0.403276,2.56487,0.627387,15
2.90986,0.247385,2.58446,0.691343,2.42724,0.472892,15
2.27908,0.0502746,2.7323,0.375339,2.69124,0.674284,15
2.25781,0.347704,2.58106,0.722435,2.36954,0.38906,15
2.82868,0.14634,2.37882,0.416482,2.78409,0.698266,15
2.71568,0.197987,2.4012,0.451037,2.59085,0.627881,15
2.16457,0.204782,2.37861,0.33013,2.42348,0.346727,15
2.17784,0.390534,2.53655,0.688461,2.4648,0.266622,15
2.80174,0.13867,2.57139,0.538022,2.85132,0.598343,15
2.27619,0.404023,2.52861,0.676055,2.56907,0.440772,14
2.06476,0.555778,2.56928,0.875077,2.28052,0.332619,15
2.07609,0.48482,2.38323,0.40349,2.71464,0.377569,15
2.17795,0.586917,2.44854,0.275974,2.66861,0.575682,15
2.77455,0.0766179,2.68622,0.576122,2.50675,0.450548,15
2.69032,0.178809,2.32259,0.446016,2.40521,0.828491,15
2.05653,0.364187,2.48866,0.202997,2.47907,0.411178,15
2.55946,0.206834,2.57843,0.678598,2.32396,0.44775,15
2.93771,0.292315,2.43297,0.2742,2.63362,0.807306,15
2.14191,0.665931,2.59467,0.534879,2.6358,0.621275,15
2.30025,0.19703,2.48531,0.575174,2.37672,0.378503,15
2.60894,0.146693,2.54918,0.602371,2.69205,0.647787,15
2.71084,0.255361,2.41549,0.368844,2.55167,0.553179,15
2.42098,0.0902241,2.32894,0.288412,2.41626,0.290158,15
2.14684,0.51279,2.37401,0.357994,2.40748,0.358795,15
2.8938,0.0884955,2.54435,0.402115,2.54742,0.575115,15
2.57909,0.347289,2.32349,0.308779,2.58128,0.490345,15
2.37383,0.515022,2.35103,0.485442,2.74575,0.436062,15
2.82818,0.0479064,2.85982,0.530163,2.43492,0.404146,15
2.49183,0.377336,2.53588,0.636242,2.71459,0.606094,15
2.28752,0.189311,2.63858,0.599958,2.59927,0.579739,15
2.74201,0.128168,2.36347,0.532803,2.339,0.50221,15
2.38786,0.31131,2.39375,0.410899,2.52362,0.480222,15
2.82381,0.167578,2.50082,0.380611,2.51202,0.685452,15
2.89374,0.00723981,2.39323,0.554849,2.31962,0.464827,15
2.56449,0.327314,2.31362,0.330438,2.36539,0.135337,15
2.04918,0.24834,2.56646,0.685421,2.60892,0.450726,15
2.58421,0.0598074,2.67213,0.589521,2.64365,0.660685,15
2.20707,0.0484139,2.30847,0.494165,2.29968,0.614393,15
2.2236,0.743973,2.4478,0.355391,2.46852,0.786096,15
2.97449,0.457905,2.6311,0.698614,2.40547,0.434154,15
2.01952,0.395107,2.53396,0.477139,2.56061,0.647476,15
2.33499,0.451877,2.385,0.343787,2.28866,0.414943,14
2.98898,0.179438,2.52972,0.321447,2.28709,0.483798,15
2.57515,0.143516,2.34249,0.333621,2.41883,0.51922,15
2.02044,0.158817,2.71037,0.532526,2.69559,0.72166,15
2.91518,0.517368,2.49186,0.669875,2.3849,0.372642,14
2.67419,0.63374,2.52092,0.306985,2.34267,0.319999,14
2.34469,0.718435,2.30329,0.374758,2.38284,0.449528,14
2.39673,0.900717,2.65105,0.627307,2.2813,0.575401,14
2.37119,0.818997,2.47698,0.218721,2.69631,0.639236,14
2.10587,0.930522,2.50961,0.344985,2.46203,0.628748,14
2.24176,0.836256,2.3952,0.308611,2.43741,0.420111,14
2.81822,0.555771,2.58761,0.536973,2.62513,0.530485,15
2.9075,0.522264,2.60573,0.61052,2.19083,0.339807,14
2.89382,0.670791,2.4687,0.439181,2.49033,0.339871,14
2.65457,0.783905,2.54982,0.569812,2.36561,0.366802,14
2.01048,0.848042,2.33746,0.305273,2.59299,0.367298,14
2.26455,0.938978,2.28383,0.426733,2.57108,0.491981,14
2.86992,0.686218,2.39743,0.449126,2.64077,0.710699,14
2.58038,0.884024,2.52269,0.341536,2.69212,0.748595,14
2.07249,0.827124,2.63761,0.68307,2.49484,0.370764,14
2.12483,0.854809,2.32169,0.495758,2.50328,0.645905,14
2.87482,0.874974,2.50328,0.282343,2.39347,0.228053,14
2.48232,0.562412,2.41964,0.234025,2.5334,0.463781,14
2.27806,0.833676,2.52199,0.676429,2.66174,0.613005,14
2.18766,0.944623,2.42823,0.457063,2.65574,0.54417,14
2.33264,0.87205,2.55865,0.584127,2.59101,0.54231,14
2.04142,0.721221,2.41235,0.407538,2.43302,0.591322,14
2.95681,0.589925,2.29384,0.539212,2.31073,0.588098,14
2.37033,0.788639,2.58215,0.341646,2.30591,0.349187,14
2.47241,0.750627,2.58098,0.449594,2.30766,0.298167,14
2.404,0.957687,2.73294,0.62248,2.51284,0.254058,14
2.47751,0.617977,2.50097,0.417832,2.4666,0.685058,14
2.605,0.875801,2.50953,0.645831,2.41685,0.285724,14
2.89968,0.713292,2.6225,0.342186,2.50255,0.424931,14
2.95259,0.799577,2.37424,0.543468,2.6741,0.481845,14
2.35291,0.706743,2.67048,0.635896,2.27234,0.330348,14
2.69096,0.562149,2.57077,0.716636,2.25842,0.508009,15
2.46965,0.808498,2.65555,0.607676,2.42847,0.54081,14
2.68899,0.747377,2.40595,0.275507,2.30647,0.379758,14
2.25386,0.919648,2.56174,0.66436,2.63821,0.511338,14
2.16491,0.75572,2.77774,0.55491,2.59926,0.567374,14
2.23919,0.944087,2.75061,0.405679,2.57893,0.68429,14
2.22516,0.883753,2.42617,0.44851,2.6954,0.588942,14
2.65828,0.503285,2.40613,0.384007,2.30952,0.283952,15
2.58403,0.686751,2.56902,0.532784,2.4555,0.587001,14
2.29986,0.918301,2.58726,0.453706,2.63043,0.639961,14
2.85689,0.927694,2.50013,0.267279,2.66404,0.445006,14
2.17723,0.808484,2.78785,0.480936,2.59506,0.461051,14
2.14381,0.732832,2.47385,0.206098,2.57644,0.670547,14
2.50512,0.591698,2.56028,0.469544,2.28507,0.463986,14
2.65908,0.660034,2.61553,0.644032,2.6016,0.594892,14
2.42233,0.807623,2.46644,0.440381,2.46379,0.575907,14
2.23369,0.978402,2.22529,0.366109,2.71399,0.788049,14
2.26865,0.791396,2.56566,0.832584,2.51797,0.678231,14
2.64392,0.178607,2.62966,0.857228,2.63324,0.760503,15
2.88437,0.30695,2.61042,0.621399,2.37425,0.263105,15
2.13443,0.529406,2.54531,0.587545,2.71587,0.709568,15
2.3861,0.599709,2.37648,0.168647,2.62895,0.497856,15
2.67391,0.102706,2.46755,0.433173,2.49824,0.501595,15
2.28531,0.437164,2.37375,0.345927,2.5222,0.627596,14
2.75415,0.0626227,2.401,0.257636,2.6842,0.406382,15
2.89185,0.219153,2.68118,0.40385,2.53877,0.728782,15
2.9818,0.354443,2.75872,0.560411,2.56249,0.625505,15
2.01813,0.331995,2.68878,0.670821,2.36355,0.642863,15
2.818,0.0864535,2.61784,0.719529,2.55145,0.511109,15
2.27206,0.0603386,2.2957,0.574272,2.63948,0.638347,15
2.03651,0.546999,2.57288,0.407939,2.37374,0.305914,15
2.89811,0.074953,2.3288,0.445234,2.31391,0.532629,15
